T_C,P_bar,GHSV_h,OM_Vr_m_inv,CO2_conversion_pct,MeOH_yield_pct,H2O_removal_fraction
228.72700594236812,78.52189876925726,392.81148195233936,44.688613827277074,31.47936241744829,26.56564705468687,0.6166644585305185
257.5357153204958,45.048397899702934,1112.29761601161,56.38444556114871,21.933079094591292,18.201786909909206,0.568875198724278
246.59969709057026,49.69772284567682,754.7271352030714,45.549938252957816,25.40388434643562,21.588053532761915,0.5340678906753407
239.93292420985182,93.91325131162475,1043.8117194969675,36.131012250527554,31.013941181528818,24.348151447755264,0.6243293090622483
217.80093202212183,76.3857435795754,588.0446409275505,39.53702201159008,31.415876165530268,25.972096352218234,0.5870738297908815
217.79972601681013,40.55182309699778,1105.9709056465804,75.81666339837054,24.201215494178168,19.123633286036544,0.6428304545836607
212.90418060840997,46.08829257196193,650.2815108607467,48.67755440516183,25.013189955660856,19.960214471320867,0.537313872539114
253.30880728874675,79.81010614648335,309.7538863322685,65.52302337938774,37.47179037724246,30.455218100761165,0.7142839236466949
240.05575058716045,40.30369503077312,1114.8437787773373,80.36448610937904,23.901951334432983,20.01472228735371,0.6625512725845251
245.4036288898023,49.64848308504992,382.15800910752023,100.30751242160811,35.95186587449468,30.50186309526706,0.7803292551523862
211.02922471479013,72.92402736199517,587.3822738313734,30.863032835451616,26.352222597760907,21.788738150130627,0.5376557298455178
258.4954926080997,81.5137118615616,1155.0557703457243,111.9351131476385,38.95298421673282,30.842064449753558,0.928249144749058
251.62213204002109,79.11767557015602,1155.5464322438006,93.64185554310023,34.001113970926376,26.933496223881832,0.8387413766544192
220.6169555339138,53.45615856763359,816.0940993109575,35.39041834766668,22.57290507778339,18.594616336419445,0.4996253582674008
219.09124836035502,82.73075328085216,868.6534909528193,119.84589604722888,41.64974450464634,32.23180908996461,0.95
219.1702254926717,54.23494524980801,703.6009697804877,124.8902502407232,38.59020907770666,29.368978720621467,0.9047109618326783
225.21211214797688,59.52398188955606,563.8896945282581,33.184575198119774,28.337155844599682,22.25776521815125,0.5079025340602071
236.23782158161188,84.78948430708145,595.7980908329243,56.201769951380754,35.89783839596458,27.954504687315236,0.6872764177024577
231.5972509321058,78.97797394283288,905.2666104693345,112.65942850272793,38.85342323596247,30.291325908204765,0.9239013500907742
224.56145700990209,90.95340462965068,977.137076493912,106.47937857632101,39.7834716789548,30.766976494003938,0.9320174174823965
240.59264473611898,79.4567735380206,1012.4211393532637,46.35101192455121,29.58361826932928,22.31224058739102,0.6269498742745423
216.9746930326021,74.0985162001283,1010.6563285150985,48.99919882709352,31.184678121651075,23.444247881381195,0.6227919433223057
224.6072324267609,45.62048606968555,382.0854927438213,66.18455448372882,29.124965792180724,24.720462425458834,0.6146919533858363
228.31809216468457,62.06294818356601,744.9782742323233,78.34922160047435,31.21760404308679,24.74860826323875,0.7187603417528327
232.80349921085178,55.91214206090353,351.80288401497984,92.61305393142138,37.65568270590731,29.6889702575175,0.7644951688741067
249.25879806965068,54.63937860274501,794.575994091362,66.01832879651192,27.80427890281384,22.74291943746415,0.6410006153925386
219.983689107918,98.38063328514673,697.3774512360393,76.00395282276156,38.01460904699224,29.34064040726183,0.8171596875578672
235.7117219206806,63.58586348000563,1098.9337644824698,106.39525026134648,31.562279356910135,26.670003544288413,0.8495362166160759
239.6207284431021,93.5227933106268,615.8235112968708,30.582630420311173,31.119388448862722,25.78659893248945,0.5981902168232807
212.3225206359999,77.86831755983577,405.3603147848453,53.59492448373326,37.7174475553822,28.62532114559533,0.6547821128563069
240.37724259507192,87.6886782124989,428.6925138475523,102.75586683044638,46.394513118260704,36.73323051670426,0.9054674353745054
218.52620618436458,70.15822558631153,985.359568545725,122.15276130771669,37.474158398988784,31.400040670145138,0.9401621026436597
213.25257964926396,74.61423307758155,856.396256984635,81.24551597605696,32.06130851633177,27.07491587044312,0.7694475211250009
257.44427686266664,69.55106162913184,391.01040851051124,83.42522433839858,37.18901592704098,29.629982169900178,0.764066694410189
258.281601653728,51.71457926788267,375.6961255034977,38.10096672950051,30.29800974838251,24.58202173629437,0.5065980880864003
250.41986740582306,83.34712691569032,930.872218313208,74.39100304538968,35.51436787023094,27.228986403506237,0.7648008944513245
225.23068845866854,56.846341746451344,365.48670572777417,83.47895764009277,33.95442634096371,28.831275966487,0.7261943346197715
214.8836057003192,41.45895798588723,1039.6740533613206,52.53190391768027,22.486184544430813,17.385579671426147,0.5407704415872229
244.21165132560785,78.72833775443007,935.6180044408466,55.38748301306098,28.816351210342212,24.32887239781934,0.6654286868220646
232.00762468698008,50.62664076442294,373.2139025777098,66.91112883673907,31.56177578336057,25.721732024911294,0.6329800020585946
216.10191174223894,96.42751506117486,376.3539426766727,28.810793954972297,34.10478421588732,27.651261386855335,0.5989311179808999
234.7588455055635,97.23571462015525,1187.9756206510579,61.0229638011018,31.40821048559899,25.166420730954723,0.746310480965424
211.71942605576092,94.89186341322691,636.8437161805083,49.223044426251455,36.502907490298085,28.219192497517348,0.6861792901578123
255.46602010393912,62.20952201532666,633.5779323602019,61.600867583296385,31.81095546670755,24.419769136505938,0.6438324701708137
222.93899908000085,40.927396991732046,1031.5196105317523,39.443828979841335,19.752040354698863,15.249535515945015,0.48027942138448215
243.1261142176991,95.69911375526353,1152.5237196454727,121.65363976371721,42.95599227348048,33.01785825992533,0.95
225.58555380447055,65.69104889903886,1187.4009574405839,89.98257109607484,29.16568640614494,24.147976432923457,0.7819947166294534
236.00340105889055,97.99928914262017,978.0403667330474,99.10305335995128,42.25503432936296,33.170731231588945,0.9199616075476412
237.335513967164,97.81719862535516,638.6336269778242,110.84300430985871,44.91161949388931,33.94349544844932,0.95
219.24272277627637,91.1805673280416,375.1506450288019,79.83384493777325,40.534101795948864,34.32874681304659,0.8127940042041044
258.47923138822796,57.66693352417514,999.4322243346932,35.94091792740461,22.858361129673565,19.163960539235383,0.5147349312458461
248.75664116805572,63.105863716115515,802.5638247622246,83.9577837503663,29.26188382709224,24.661190823436968,0.7471276180249948
256.9749470782094,91.06820029101141,681.7998083222786,89.26247364810698,37.48454839579648,31.84277833958204,0.8548857322895156
254.74136752138244,59.01532030937666,1115.7189465852625,106.17857431650064,33.321307977859895,25.57042269890784,0.8348495453523828
239.89499894055425,50.16956480116555,400.0777340755362,72.7108072008576,31.81728763601225,25.123700355899196,0.6577073268073559
256.09371175115587,73.40807574750102,743.3625938617732,40.27771509617483,27.21522651449351,22.474983072699246,0.5814739451752897
214.42462510259597,96.16928644964686,310.21828029067717,56.93753811249196,37.92973696743811,31.087290622247988,0.7247267808551543
219.79914312095727,81.76178780049838,721.7945777947136,65.39635773387843,37.80936033706804,28.93889083052136,0.7195689732039481
212.2613644455269,74.2036702053619,350.6729481136536,95.56353296042859,40.57432744082695,33.74093361566445,0.8326469089380143
226.26651653816322,45.83058962624611,406.9361246412647,87.54921397598615,36.691135023104394,28.34184919992046,0.7114632317706759
229.4338644844741,76.90043360195018,405.7736220993944,64.65127678426428,38.61298701772696,29.823966928843674,0.7016320463350398
223.5674515886948,99.4032310062558,884.2892719044572,131.89171643625923,44.742627186480625,35.95953503108003,0.95
251.43687545759647,48.405040914191446,971.440391338881,91.28194223260559,28.69544324841299,23.22304986130652,0.7359838627892994
227.83766633467945,71.0997791418242,825.0318885874436,51.97260960656118,29.569640657011345,23.892524564343756,0.6271760806549979
224.04672548436903,92.64238431567733,1165.9552936270877,37.52611852969227,28.049508259548777,21.293747274784415,0.6267946863306472
237.1348041579124,84.44611706525227,637.3835215713336,42.97395578540086,31.6261970781494,26.494722825603187,0.6267211522300606
217.04621124873813,81.82094445971609,557.1408776536746,52.90385130949164,34.98997674013949,27.171816486340507,0.6635301642718607
250.109849037702,82.14904503922656,1081.739215370514,43.80827527186421,28.60624776893978,21.825179419503897,0.6235843738410686
